total_energy,dir,name
-2743.61510057,bulk_modulus,GdH2_0.8
-2743.70379732,bulk_modulus,GdH2_0.9
-2743.71201235,bulk_modulus,GdH2_1.1
-2743.67261462,bulk_modulus,GdH2_1.2
-2743.7275705,bulk_modulus,GdH2_1
-1366.92128583,bulk_modulus,Gd_0.8
-1366.9220263,bulk_modulus,Gd_0.9
-1366.90852317,bulk_modulus,Gd_1.1
-1366.89674168,bulk_modulus,Gd_1.2
-1366.91713853,bulk_modulus,Gd_1
